,start,end,Duration (minutes)
0,2024-02-15 00:39:40.490,2024-02-15 01:18:00.490,38.3333333333333
1,2024-02-15 01:38:01.510,2024-02-15 02:00:57.510,22.9333333333333
2,2024-02-15 02:04:55.510,2024-02-15 02:22:39.510,17.7333333333333
3,2024-02-15 02:26:38.540,2024-02-15 03:08:08.540,41.5
